list_price,num_reviews,piece_count,play_star_rating,prod_id,review_difficulty,star_rating,val_star_rating
52.752,,278,,21142,,,
28.752,16,208,4.4,21123,Easy,4.6,4.4
28.752,5,247,5,21129,Average,4.6,4.8
23.952,4,198,4.5,21140,Average,4.5,5
23.952,2,241,5,21141,Average,5,4.5
19.152,,84,,21139,,,
19.152,4,69,5,21138,Easy,4.3,2.7
57.552,10,169,4.3,60153,Very Easy,4.1,3.6
4.752,13,8,4.3,71020,Very Easy,4.8,4
4.752,15,7,4.8,71021,Very Easy,4.5,4.4
177.552,5,1426,2,70357,Challenging,2.6,1.8
86.352,3,604,4.3,72006,Challenging,4,4
67.152,,569,,72005,,,
52.752,3,506,5,72004,Average,5,5
38.352,,369,,72003,,,
23.952,1,191,4,72002,Easy,5,3
23.952,,217,,72001,,,
335.952,88,4867,4.8,70620,Challenging,4.9,4.8
239.952,52,2295,4.7,70618,Challenging,4.9,4.8
143.952,15,1403,4.5,70617,Average,4.8,4.8
115.152,9,830,4.6,70656,Average,4.9,4.8
115.152,11,1202,4.7,70632,Average,4.5,4.4
95.952,6,914,4.8,70616,Average,4.8,4.7
95.952,6,765,3.8,70643,Average,4.2,4.2
95.952,19,944,3.6,70615,Average,4.2,4.6
86.352,8,747,4.3,70613,Average,4.5,4.5
86.352,8,876,4.7,70614,Average,5,4.6
71.952,29,544,4.6,70612,Average,4.7,4.5
67.152,2,556,4.5,70642,Average,4,4.5
67.152,7,521,4.7,70631,Average,4.3,5
57.552,21,494,4.6,70611,Average,4.5,4.8
52.752,,530,,70640,,,
52.752,4,552,4.3,70641,Challenging,4.8,4.3
40.752,10,312,3.5,70608,Easy,4,3.6
40.752,8,341,4.2,70610,Average,4.6,4.5
40.752,6,341,4.4,70609,Easy,4.3,4.2
38.352,3,308,5,70639,Average,4.7,4.3
28.752,8,217,4.1,70629,Easy,3.6,4.1
23.952,3,257,5,70638,Average,5,5
23.952,18,233,4.6,70607,Easy,4.6,4.5
23.952,,131,,10755,,,
14.352,11,109,4.5,70606,Easy,4.7,4.8
12.912,1,48,5,70628,Very Easy,5,5
12.432,,61,,70633,,,
12.432,1,68,4,70635,Very Easy,4,3
12.432,2,73,5,70637,Easy,5,3.5
12.432,,69,,70636,,,
12.432,,69,,70634,,,
263.952,61,2028,4.6,70751,Challenging,4.8,4.3
767.952,7,2631,4.7,2000430,Easy,4.6,3.6
715.2,8,2455,3.7,2000431,Average,3.4,2.9
431.952,2,4900,5,2000409,Easy,5,5
33.552,10,219,3.9,2000414,Easy,3.9,3.3
143.952,2,841,5,75889,Average,5,4.5
52.752,4,391,5,75888,Average,4.8,4.8
19.152,9,183,4.8,75884,Easy,4.9,4.8
19.152,3,179,5,75886,Easy,5,5
19.152,13,203,4.5,75885,Average,4.5,4.5
19.152,3,163,5,75887,Easy,5,5
143.952,8,941,4.6,75883,Average,4.6,4.3
47.952,12,366,4.5,75881,Easy,4.8,4.4
19.152,12,196,4.5,75877,Easy,4.6,4.4
19.152,10,161,4.7,75880,Easy,4.9,4.7
19.152,11,184,4.8,75879,Easy,4.7,4.7
19.152,19,181,4.7,75878,Easy,4.9,4.8
239.952,6,1413,4.3,75212,Average,4.3,3.7
95.952,7,519,5,75211,Average,4.7,3.7
67.152,2,464,4,75210,Easy,4.5,3.5
40.752,4,345,4.5,75209,Easy,4.8,4.3
40.752,3,101,3.5,75536,Easy,4.7,4.3
40.752,,104,,75537,,,
40.752,,101,,75535,,,
12.432,1,149,2,41609,Very Easy,3,4
12.432,1,141,2,41608,Very Easy,4,4
719.952,85,4016,4.5,75159,Challenging,3.9,3.5
287.952,87,1703,3.3,75144,Challenging,4.3,4.1
263.952,201,1996,3.9,75060,Challenging,4.8,4.5
215.952,31,1416,4.6,75190,Average,4.8,4.4
191.952,34,1376,4,75189,Challenging,4.3,3.8
153.552,15,825,4.7,75191,Average,4.7,4.3
153.552,23,780,4.7,75188,Average,4.6,4
143.952,79,1106,4.6,75187,Average,4.8,4.6
134.352,39,863,4.2,75156,Average,4.4,4.4
129.552,5,775,4.8,75186,Challenging,4.8,4.4
129.552,3,836,5,75180,Average,4.7,3.7
124.752,71,717,4.7,75102,Average,4.7,4.1
115.152,22,630,4.5,75179,Average,4.6,3.9
110.352,56,659,4.6,75155,Average,4.6,3.9
110.352,4,746,4.5,75202,Easy,4.3,4
95.952,51,691,4.8,75172,Average,4.7,4.4
95.952,6,557,4.2,75185,Challenging,4.3,4.4
86.352,37,370,2.2,75201,Easy,1.8,1.8
86.352,12,457,4.4,75178,Easy,4.3,3.6
76.752,11,452,4.2,75532,Challenging,4.5,4.4
71.952,9,554,3.9,75177,Challenging,4,3.8
67.152,14,376,4,75205,Easy,3.5,3.3
57.552,27,277,4.6,75174,Easy,4.6,4.1
57.552,14,294,4.6,75176,Easy,4.7,3.7
52.752,13,278,4.9,75204,Easy,4.5,4.2
52.752,6,168,4.6,75534,Average,5,4
47.952,5,179,4.3,75530,Average,3.6,3.4
40.752,25,241,4.1,75200,Easy,4.5,4.1
40.752,27,149,4.3,75173,Easy,4.5,4.3
40.752,38,282,4.5,75183,Easy,4.7,4.7
40.752,4,144,4.8,75533,Average,4.8,4
40.752,37,262,4.3,75168,Easy,4.5,4.3
40.752,19,157,3.4,75199,Easy,2.6,1.9
40.752,27,305,4.6,75182,Easy,4.6,4.4
40.752,32,208,4.4,75169,Easy,4.4,4.4
33.552,7,92,4.1,75529,Easy,4.7,3.9
33.552,12,86,4.4,75117,Easy,4.5,4.4
33.552,3,85,4.7,75528,Easy,4.7,4.7
33.552,3,100,3.3,75531,Very Easy,4,4
28.752,1,94,4,75526,Easy,4,4
23.952,3,188,4,75196,Easy,4.3,4
23.952,4,216,4.5,75195,Easy,4.5,4.5
19.152,14,97,4.2,75198,Easy,4.1,4.1
19.152,15,108,3.8,75197,Very Easy,4.1,3.9
19.152,40,125,4.5,75167,Very Easy,4.7,4.8
19.152,26,117,4.3,75166,Very Easy,4.7,4.2
12.912,6,109,4.8,75160,Easy,4.8,4.8
12.912,4,88,4.3,75161,Easy,4.5,4.5
12.432,9,92,4.7,75193,Easy,4.7,4.7
12.432,3,91,4.7,75194,Easy,4.3,4
12.432,5,130,4.3,41603,Easy,5,4.8
12.432,3,119,4.5,41602,Easy,5,4.5
40.752,8,229,4.4,75208,Easy,4.6,4.3
19.152,6,102,4.2,75206,Very Easy,4.2,4.3
19.152,6,99,4.6,75207,Very Easy,5,4.4
71.952,24,358,4.7,75175,Easy,4.6,3.7
287.952,,1967,,75181,,,
955.2,198,7541,4,75192,Challenging,4.8,4.4
431.952,143,2704,4.2,42056,Challenging,4.7,4.3
335.952,45,1862,3.7,42070,Challenging,3.5,2.9
311.952,75,3929,3.9,42055,Challenging,4.6,4.6
215.952,22,2595,4.5,42078,Average,4.7,4.7
215.952,19,2382,4.5,42069,Average,4.9,4.7
167.952,7,1151,4,42066,Challenging,4.9,4.7
143.952,8,1005,4.1,42077,Average,4.4,4.1
129.552,14,1327,4.6,42064,Challenging,4.6,4.8
129.552,12,1098,4,42068,Average,4.8,4.6
115.152,28,370,4.6,42065,Easy,4.5,4.2
95.952,5,1020,3.8,42076,Average,4.2,4.2
71.952,12,603,4.2,42063,Average,4.7,4.4
71.952,8,631,4.7,42062,Easy,4.8,4.3
52.752,1,513,5,42075,Easy,5,4
47.952,57,10,4.6,8293,Easy,4.5,3.9
38.352,5,330,4,42074,Average,4.8,4.2
28.752,7,142,4.4,42059,Easy,4.7,4.6
28.752,10,365,4.6,42060,Easy,4.8,4.6
28.752,2,140,4.5,42058,Easy,4,4
23.952,1,135,5,42072,,5,5
23.952,2,139,4.5,42073,Easy,4,3.5
19.152,9,199,4.3,42057,Easy,4.7,4.8
19.152,2,171,5,42071,Challenging,5,5
12.432,2,176,4.5,42084,Easy,4.5,4.5
383.952,19,3444,4.9,70922,Challenging,5,4.9
215.952,20,1628,3.5,70912,Average,3.8,3.3
167.952,18,1456,4.6,70917,Average,4.6,4.6
143.952,23,1047,4.7,70909,Average,4.7,4.3
129.552,4,1053,4,70916,Average,4,3.8
86.352,20,581,4.6,70905,Average,4.8,4.3
71.952,19,433,4.4,70906,Average,4.7,4.2
67.152,5,425,3.2,70921,Average,3.2,2.6
67.152,6,366,3.7,70914,Average,4,3
47.952,24,305,4.5,70911,Easy,4.8,4.4
47.952,18,254,4.2,70903,Easy,4.2,4.4
47.952,5,267,3.6,70919,Easy,3.2,3.4
47.952,12,293,4.9,70920,Average,4.8,4.6
33.552,2,198,4,70918,,4.5,4
33.552,8,204,4.1,70910,Average,4.4,4.1
33.552,19,201,4.1,70901,Easy,4.6,4.4
21.552,7,141,4,70913,Easy,4.1,4.4
21.552,18,124,4.5,70900,Easy,4.7,4.6
4.752,13,8,4.3,71020,Very Easy,4.8,4
110.352,9,643,4.4,70923,Average,4.8,3.5
335.952,88,4867,4.8,70620,Challenging,4.9,4.8
239.952,52,2295,4.7,70618,Challenging,4.9,4.8
143.952,15,1403,4.5,70617,Average,4.8,4.8
115.152,9,830,4.6,70656,Average,4.9,4.8
115.152,11,1202,4.7,70632,Average,4.5,4.4
95.952,6,914,4.8,70616,Average,4.8,4.7
95.952,19,944,3.6,70615,Average,4.2,4.6
86.352,8,747,4.3,70613,Average,4.5,4.5
86.352,8,876,4.7,70614,Average,5,4.6
71.952,29,544,4.6,70612,Average,4.7,4.5
67.152,7,521,4.7,70631,Average,4.3,5
57.552,21,494,4.6,70611,Average,4.5,4.8
40.752,10,312,3.5,70608,Easy,4,3.6
40.752,8,341,4.2,70610,Average,4.6,4.5
40.752,6,341,4.4,70609,Easy,4.3,4.2
28.752,8,217,4.1,70629,Easy,3.6,4.1
23.952,18,233,4.6,70607,Easy,4.6,4.5
14.352,11,109,4.5,70606,Easy,4.7,4.8
12.912,1,48,5,70628,Very Easy,5,5
121.9878,23,1032,3.6,21030,Average,4.6,4.3
97.5878,14,744,3.2,21035,Challenging,4.6,4.1
81.7278,7,597,3.7,21039,Average,4.9,4.4
67.0878,37,598,3.7,21028,Average,4.2,4.1
60.9878,24,780,4.4,21029,Average,4.7,4.3
54.8878,23,468,3.6,21034,Average,4.7,4.1
54.8878,11,444,3.6,21033,Average,4.8,4.5
48.7878,14,386,4.1,21036,Average,4.4,3.6
42.6878,53,321,3.2,21019,Average,4.6,4.4
40.2478,7,361,4.2,21032,Easy,4.6,4.2
195.1878,63,847,3.8,17101,Average,3.4,3.5
36.5878,14,708,4.5,41597,Average,4.6,4.9
24.3878,1,234,3,41614,Easy,5,5
24.3878,1,160,5,41613,Very Easy,5,5
12.1878,1,149,2,41609,Very Easy,3,4
12.1878,1,141,2,41608,Very Easy,4,4
12.1878,3,101,4,41604,Average,4.7,4.5
12.1878,2,105,3,41605,Easy,5,5
12.1878,1,113,5,41606,Easy,5,5
12.1878,1,136,,41607,,5,
12.1878,4,126,2,40271,Easy,5,4.5
12.1878,5,143,4.6,41599,Easy,5,5
12.1878,3,122,2.7,41598,Very Easy,4,3
12.1878,5,130,4.3,41603,Easy,5,4.8
12.1878,7,140,3.2,40270,Easy,4.9,4.7
12.1878,3,119,4.5,41602,Easy,5,4.5
12.1878,2,108,3.5,41601,Easy,5,4
12.1878,1,135,1,41600,Very Easy,4,3
24.3878,1,240,3,41611,Easy,5,5
24.3878,,209,,41610,,,
12.1878,2,87,4.5,60177,Easy,4.5,5
231.7878,35,888,4.7,60052,Average,4.4,3.8
176.8878,1,1250,5,60162,Average,5,4
158.5878,45,610,4.4,60051,Average,4.4,4
134.1878,10,894,4.2,60141,Easy,4.7,4
128.0878,3,792,3.3,60167,Average,3.7,3.3
121.9878,16,919,4.5,60110,Average,4.6,4.6
121.9878,6,813,4.5,60161,Average,4.3,4
121.9878,1,883,5,60188,,5,5
109.7878,8,663,4.4,60174,Average,4.6,4
85.3878,4,740,5,60169,Average,5,4.3
73.1878,9,561,3.9,60140,Easy,3.3,3.6
60.9878,3,426,4.7,60160,Average,5,4.7
60.9878,8,415,4.4,60166,Challenging,4.4,4
60.9878,2,303,4.5,60173,Average,4,2.5
54.8878,,387,,60175,,,
54.8878,1,294,4,60186,Average,5,4
48.7878,10,169,4.3,60153,Very Easy,4.1,3.6
48.7878,10,374,3.9,60139,Easy,4,3.3
48.7878,16,337,3.6,60154,Easy,3.3,2.7
36.5878,7,344,5,60182,Easy,5,5
36.5878,14,294,4.2,60138,Average,4.2,4.1
36.5878,2,347,4.5,60165,Very Easy,5,5
36.5878,8,257,4.2,60108,Average,3.9,3.8
36.5878,5,378,4.8,60159,Easy,4.8,4.6
36.5878,7,310,4.4,60183,Easy,4.7,4.7
36.5878,,297,,60172,,,
24.3878,4,192,5,60180,Average,5,5
24.3878,35,249,4.6,60150,Easy,4.9,4.8
24.3878,11,214,4.5,60107,Easy,4.5,4.1
24.3878,47,8,4.2,7895,Very Easy,4.1,3.6
24.3878,12,239,4.7,60148,Easy,4.8,4.6
24.3878,8,144,4.4,60137,Easy,4.3,4
24.3878,7,174,4.3,60181,Easy,4.4,4.2
24.3878,6,190,4.2,60179,Easy,3.8,4.7
24.3878,,115,,10751,,,
24.3878,3,141,4.3,60164,Easy,4.3,4.7
24.3878,5,201,4.3,60158,Average,4.4,3.8
21.9478,89,24,2.9,7499,Easy,2.5,2.2
18.2878,1,127,5,60185,Easy,5,5
18.2878,1,126,5,60176,Easy,5,4
14.6278,85,2,4.1,7280,Very Easy,3.5,2.3
14.6278,40,2,4.1,7281,Very Easy,3.9,2.8
12.1878,12,88,4.5,60157,Easy,4.9,4.6
12.1878,4,76,4.8,60163,Very Easy,5,4.5
12.1878,,73,,10750,,,
12.1878,2,88,,60171,,5,
12.1878,2,82,4.5,60184,Very Easy,5,4
12.1878,1,78,4,60178,Easy,5,4
7.3078,2,37,4.5,60170,Very Easy,4.5,5
7.3078,5,53,3.8,60156,Easy,3.6,4.2
42.6878,2,900,3.5,10704,,4.5,4.5
36.5878,11,484,4.6,10696,Easy,4.6,4.7
30.4878,2,502,5,10703,Average,4,4
30.4878,,442,,10715,,,
24.3878,2,213,5,10713,Very Easy,5,5
24.3878,8,303,4.8,10693,Easy,4.9,4.9
18.2878,24,1,4.3,10701,Very Easy,4.1,3.5
18.2878,7,221,4.3,10692,Easy,4.1,4.3
10.9678,46,1,3.2,10700,Very Easy,2.6,2.5
10.9678,6,1,4.7,10714,Very Easy,4.7,4.3
6.0878,8,78,4.6,10706,Very Easy,4.8,5
6.0878,5,66,4.5,10708,Easy,4.8,4.5
6.0878,4,55,4.3,10707,Average,4.5,4.3
6.0878,3,60,2.7,10709,Easy,4.7,5
3.0378,180,1,4,630,Very Easy,4.8,4.6
60.9878,4,790,5,10698,Easy,5,5
82.9478,11,728,3.2,31069,Average,3.4,3.2
79.2878,23,792,4.7,31052,Average,4.9,4.3
67.0878,14,670,4.2,31070,Average,4.5,4.3
48.7878,4,422,4,31081,Average,4.8,4.3
42.6878,10,386,3.2,31068,Average,3.8,3.9
37.8078,12,285,4.3,31066,Easy,4.2,4.4
36.5878,5,379,4,31079,Easy,4.4,4.2
36.5878,2,374,4,31080,Easy,3.5,4
30.4878,8,356,4,31067,Average,4.6,4.9
24.3878,9,205,4.5,31062,Average,4.8,4.3
24.3878,1,200,5,31076,Average,5,5
24.3878,1,225,5,31075,Easy,4,4
24.3878,2,241,4.5,31074,Easy,5,5
19.5078,27,174,4.5,31058,Easy,4.7,4.7
18.2878,5,223,4.7,31073,Easy,4.4,5
12.1878,6,122,4.5,31056,Easy,4.5,4.7
12.1878,1,102,4,31057,Easy,4,4
12.1878,1,109,5,31071,Average,5,5
12.1878,,109,,31072,,,
207.3878,62,2480,4.4,10260,Challenging,4.6,4.3
402.5878,43,5923,3.9,10256,Challenging,4.8,4.5
317.1878,99,4002,4.7,10255,Challenging,4.8,4.5
280.5878,228,4295,4.2,10214,Challenging,4.8,4.6
268.3878,64,4163,3.7,10253,Challenging,4.6,4.6
251.3078,53,2670,4.2,10257,Challenging,4.4,4.2
231.7878,91,2464,4.9,10247,Challenging,4.9,4.7
195.1878,202,2469,4.7,10243,Challenging,4.9,4.7
195.1878,177,2262,4.4,10246,Challenging,4.6,4.4
182.9878,115,2382,4.5,10251,Challenging,4.7,4.2
165.9078,53,1686,4.1,10258,Average,4.6,4.3
121.9878,337,1334,4.3,10220,Challenging,4.7,4.5
115.8878,66,1167,4.5,10252,Average,4.9,4.7
115.8878,134,1077,4.4,10242,Average,4.7,4.5
91.4878,142,898,3.9,10249,Average,3.8,3.7
341.5878,19,3444,4.9,70922,Challenging,5,4.9
146.3878,13,955,4.1,76087,Average,3.7,3
69.5278,5,425,3.2,70921,Average,3.2,2.6
60.9878,6,622,5,76086,Average,5,4.8
54.8878,5,406,5,76097,Average,4.8,4.8
48.7878,6,271,4.5,76098,Easy,4.8,4.5
48.7878,5,267,3.6,70919,Easy,3.2,3.4
48.7878,11,293,4.9,70920,Average,4.7,4.6
36.5878,1,151,5,10753,Easy,5,5
36.5878,1,199,5,76096,Average,5,5
35.3678,9,197,3.9,76085,Easy,4.2,3.9
30.4878,2,198,4,70918,,4.5,4
12.1878,5,143,4.6,41599,Easy,5,5
12.1878,3,122,2.7,41598,Very Easy,4,3
12.1878,2,108,3.5,41601,Easy,5,4
12.1878,1,135,1,41600,Very Easy,4,3
103.6878,9,643,4.4,70923,Average,4.8,3.5
24.3878,,209,,41610,,,
426.9878,171,4080,4.5,71040,Challenging,4.7,4.5
280.5878,52,2294,3.3,71042,Average,4.5,4.3
97.5878,3,585,4.3,41154,Challenging,4.3,3.3
92.7078,5,701,4,41148,Average,4,3.8
67.0878,3,380,4.3,41153,Average,4.3,3.3
54.8878,3,307,4.7,41150,Easy,4.7,4.7
54.8878,4,350,4.3,41146,Average,4.8,4.3
54.8878,3,322,4.7,41152,Easy,4.3,4.3
48.7878,2,191,5,10744,Average,5,4.5
36.5878,2,222,5,41145,Average,5,4.5
30.4878,2,116,5,10743,Easy,4.5,5
30.4878,3,94,4.7,10736,Average,4.7,4.7
24.3878,,125,,41155,,,
24.3878,2,95,2.5,10742,Easy,3,3
18.2878,1,104,5,41151,Average,5,5
12.1878,8,47,3.9,10730,Very Easy,4,3.9
12.1878,3,62,4.3,10733,Easy,4.7,5
12.1878,1,75,5,10732,,5,5
12.1878,3,59,4.3,10731,Easy,5,4.3
12.1878,1,115,4,40307,Easy,5,4
12.1878,1,80,5,40388,Easy,5,5
36.5878,,22,,10880,,,
24.3878,1,24,,10879,,5,
146.3878,22,134,4.6,10508,Average,4.1,3.7
134.1878,8,163,4.9,10805,Easy,5,4.8
97.5878,1,106,4,10840,Easy,5,4
79.2878,1,67,5,10813,Average,5,5
79.2878,,98,,10836,,,
79.2878,,104,,10869,,,
67.0878,11,52,4.9,10507,Easy,4.7,4.4
67.0878,3,28,5,10846,Easy,5,4.5
60.9878,,71,,10864,,,
54.8878,,69,,10835,,,
54.8878,,61,,10841,,,
48.7878,,70,,10844,,,
45.1278,3,48,5,10827,Very Easy,5,5
42.6878,,120,,10854,,,
40.2478,3,28,4.3,10823,Average,4.3,3.3
36.5878,2,57,5,10834,Average,5,5
36.5878,1,31,5,10857,Easy,5,4
36.5878,,34,,10863,,,
36.5878,,38,,10876,,,
36.5878,,59,,10868,,,
36.5878,1,37,5,10878,Very Easy,5,5
36.5878,4,65,4.8,10572,Very Easy,5,4
32.9278,2,26,5,10592,Very Easy,5,5
32.9278,,70,,10865,,,
32.9278,,29,,10871,,,
30.4878,4,24,5,10597,Easy,4.8,4.7
30.4878,6,24,2.2,10845,Average,2.2,3.2
30.4878,,32,,10839,,,
24.3878,5,23,5,10847,Easy,5,4.8
24.3878,2,26,5,10812,Average,5,5
24.3878,6,36,4.8,10816,Easy,5,4.7
24.3878,2,39,5,10833,Average,5,5
24.3878,,26,,10867,,,
24.3878,,80,,10848,,,
24.3878,1,23,5,10856,Easy,5,5
24.3878,,29,,10818,,,
24.3878,1,19,3,10877,,4,4
24.3878,,28,,10861,,,
18.2878,,15,,10843,,,
18.2878,1,15,3,10809,Easy,4,3
18.2878,,19,,10832,,,
18.2878,,41,,10862,,,
17.0678,15,1,4.4,2304,Easy,4,3.3
12.1878,,16,,10870,,,
12.1878,2,15,5,10838,Very Easy,5,5
12.1878,,18,,10858,,,
6.0878,,6,,10851,,,
6.0878,,6,,10859,,,
6.0878,,6,,10860,,,
79.2878,2,646,5,41194,,4.5,3
54.8878,2,451,4.5,41193,Average,5,4.5
40.2478,2,360,4,41192,Average,4,3.5
36.5878,2,205,5,41191,Average,5,5
18.2878,2,149,5,41190,Easy,5,5
97.5878,1,695,,41188,,5,
69.5278,6,460,4.5,41187,Average,4.3,4.2
36.5878,8,339,4.3,41183,Average,4.3,4.4
24.3878,2,145,5,41186,Average,5,3.5
121.9878,4,871,5,41318,Average,4.8,4
121.9878,17,1124,4.8,41130,Average,4.8,4.5
91.4878,2,603,5,41317,Challenging,4.5,5
91.4878,8,622,4.6,41314,Average,4.1,3.3
91.4878,7,722,4.6,41340,Average,4.1,4
85.3878,5,575,5,41126,Average,5,5
79.2878,3,585,3.3,41324,Average,3.7,3.7
73.1878,,488,,41339,,,
67.0878,6,589,4.8,41313,Easy,4.5,4
54.8878,1,460,4,41338,Average,4,1
54.8878,4,402,5,41323,Average,5,4.5
54.8878,,370,,41320,,,
54.8878,3,326,4,41325,Challenging,3.7,3
43.9078,3,378,4.7,41336,Average,2.7,3.3
36.5878,2,351,5,41335,Challenging,5,5
36.5878,2,307,5,41322,Average,4.5,4.5
36.5878,1,309,5,41316,Easy,5,5
36.5878,7,289,3.8,41311,Easy,4.1,3.7
32.9278,1,229,5,41334,Average,5,5
30.4878,3,246,5,41319,Easy,4,4
24.3878,1,223,5,41333,,5,5
24.3878,,210,,41332,,,
24.3878,,115,,10749,,,
24.3878,4,186,5,41315,Easy,4.5,4.8
18.2878,,119,,41330,,,
18.2878,1,163,5,41329,Easy,4,2
15.8478,2,249,5,40171,Average,5,5
12.1878,2,67,5,10748,Very Easy,5,4
12.1878,2,95,4.5,41328,Easy,5,5
12.1878,3,86,2.3,41327,Average,3,2.7
463.5878,130,4634,4.7,75827,Challenging,4.8,4.7
85.3878,83,962,3.7,21313,Average,4.5,4.2
195.1878,79,2049,4.8,21310,Average,5,4.7
158.5878,367,1969,4.6,21309,Challenging,4.9,4.9
67.0878,23,496,3.6,21308,Easy,3.3,2.7
30.4878,33,231,4.4,21312,Easy,4.6,4.5
42.6878,30,230,4.1,21314,Easy,4.4,3.7
36.5878,,85,,10757,,,
36.5878,,149,,10760,,,
32.9278,1,95,5,10759,Very Easy,5,4
30.4878,,84,,10756,,,
60.9878,1,266,5,10745,Challenging,5,5
48.7878,2,191,5,10744,Average,5,4.5
36.5878,1,151,5,10753,Easy,5,5
36.5878,2,175,5,10734,,5,4
30.4878,2,116,5,10743,Easy,4.5,5
30.4878,3,94,4.7,10736,Average,4.7,4.7
30.4878,1,125,5,10754,,4,4
24.3878,,115,,10749,,,
24.3878,2,100,5,10746,Easy,5,4.5
24.3878,2,95,2.5,10742,Easy,3,3
24.3878,,115,,10751,,,
24.3878,2,108,4.5,10739,Easy,4.5,4
24.3878,1,110,,10740,Easy,4,
24.3878,,131,,10755,,,
18.2878,2,63,4,10737,Easy,4.5,4
18.2878,2,67,5,10738,Average,5,5
12.1878,2,67,5,10748,Very Easy,5,4
12.1878,8,47,3.9,10730,Very Easy,4,3.9
12.1878,3,62,4.3,10733,Easy,4.7,5
12.1878,1,75,5,10732,,5,5
12.1878,3,59,4.3,10731,Easy,5,4.3
12.1878,,73,,10750,,,
67.0878,,150,,10758,,,
48.7878,1,178,5,10761,Very Easy,5,4
170.7878,3,1019,5,75930,Easy,5,4.3
103.6878,2,577,5,75929,Average,5,4
97.5878,,609,,75933,,,
67.0878,4,360,4.8,75932,Average,5,4.3
67.0878,2,289,3,75931,Easy,3.5,2.5
60.9878,,397,,75928,,,
48.7878,2,222,4.5,75927,Average,5,4.5
36.5878,,85,,10757,,,
36.5878,,22,,10880,,,
30.4878,2,126,4,75926,Average,4.5,3.5
30.4878,,84,,10756,,,
24.3878,1,234,3,41614,Easy,5,5
24.3878,1,24,,10879,,5,
67.0878,,150,,10758,,,
176.8878,52,1363,3.2,76105,Average,3.8,4
134.1878,8,1004,4.9,76108,Average,5,4.9
109.7878,17,674,4.9,76107,Average,4.7,4.2
54.8878,3,416,3.7,76103,Average,4,3.7
48.7878,13,375,4.7,76104,Easy,4.8,4.7
36.5878,10,223,4.4,76102,Easy,4.4,4.9
18.2878,13,124,4.2,76101,Easy,4.8,4.8
12.1878,3,101,4,41604,Average,4.7,4.5
12.1878,2,105,3,41605,Easy,5,5
12.1878,1,113,5,41606,Easy,5,5
12.1878,1,136,,41607,,5,
73.1878,6,492,4.7,76088,Average,4.3,4
73.1878,7,375,4.1,76078,Easy,3.7,2.3
69.5278,6,400,4.8,76084,Easy,4.3,4.5
54.8878,23,375,4.4,76083,Average,4.6,3.9
48.7878,7,358,4.7,76100,Average,4.7,4.8
47.5678,10,377,4.8,76077,Easy,4.6,4.3
36.5878,6,229,4.4,76099,Easy,4.7,5
36.5878,,38,,10876,,,
35.3678,9,185,3.9,76082,Easy,3.9,4.2
35.3678,10,160,3.9,76076,Easy,3.7,3.9
30.4878,1,125,5,10754,,4,4
12.1878,2,79,3.5,76091,Easy,3.5,3
12.1878,,86,,76090,,,
12.1878,,89,,76089,,,
487.9878,38,601,4.4,31313,Challenging,4.3,3.7
243.9878,1,1,5,45500,Average,4,3
115.8878,6,1,4,45501,Very Easy,4.3,3
42.6878,,1,,45505,,,
42.6878,4,1,3,45504,Challenging,3.5,4
42.6878,1,1,5,45506,Very Easy,5,5
42.6878,,1,,45509,,,
42.6878,3,1,5,45508,Average,5,3.3
36.5878,2,1,5,45517,Very Easy,4,2.5
36.5878,2,1,5,45502,,5,5
30.4878,1,1,5,45503,Easy,5,
24.3878,,1,,45507,,,
18.2878,,7,,45514,,,
329.3878,11,2863,4.3,21137,Challenging,4.5,4.2
152.4878,2,1122,5,21136,Easy,5,4
121.9878,7,729,4,21134,Average,4.1,3.7
97.5878,1,717,5,21135,Challenging,5,5
79.2878,4,549,4.7,21144,Easy,4.8,4.3
67.0878,1,470,5,21143,Average,5,5
54.8878,,278,,21142,,,
54.8878,6,387,4.2,21130,Easy,4.7,4.2
30.4878,5,247,5,21129,Average,4.6,4.8
28.0478,16,208,4.4,21123,Easy,4.6,4.4
24.3878,2,241,5,21141,Average,5,4.5
18.2878,,84,,21139,,,
18.2878,4,69,5,21138,Easy,4.3,2.7
48.7878,10,169,4.3,60153,Very Easy,4.1,3.6
4.8678,13,8,4.3,71020,Very Easy,4.8,4
4.8678,15,7,4.8,71021,Very Easy,4.5,4.4
182.9878,5,1426,2,70357,Challenging,2.6,1.8
81.7278,3,604,4.3,72006,Challenging,4,4
69.5278,,569,,72005,,,
54.8878,3,506,5,72004,Average,5,5
36.5878,,369,,72003,,,
24.3878,1,191,4,72002,Easy,5,3
24.3878,,217,,72001,,,
365.9878,88,4867,4.8,70620,Challenging,4.9,4.8
225.6878,52,2295,4.7,70618,Challenging,4.9,4.8
134.1878,15,1403,4.5,70617,Average,4.8,4.8
103.6878,9,830,4.6,70656,Average,4.9,4.8
103.6878,11,1202,4.7,70632,Average,4.5,4.4
97.5878,6,914,4.8,70616,Average,4.8,4.7
97.5878,19,944,3.6,70615,Average,4.2,4.6
85.3878,6,765,3.8,70643,Average,4.2,4.2
82.9478,8,876,4.7,70614,Average,5,4.6
73.1878,8,747,4.3,70613,Average,4.5,4.5
60.9878,2,556,4.5,70642,Average,4,4.5
60.9878,7,521,4.7,70631,Average,4.3,5
60.9878,29,544,4.6,70612,Average,4.7,4.5
54.8878,,530,,70640,,,
